"seqid","source","type","start","end","score","strand","phase","attributes","longitud"
"JAJSEB010000012.1","Genbank","gene",18,527,".","-",".","ID=gene-LSM04_000567;Name=LSM04_000567;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000567;partial=true;start_range=.,18",510
"JAJSEB010000048.1","Genbank","gene",322044,323339,".","-",".","ID=gene-LSM04_001849;Name=LSM04_001849;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001849",1296
"JAJSEB010000048.1","Genbank","gene",323891,325699,".","-",".","ID=gene-LSM04_009419;Name=LSM04_009419;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009419",1809
"JAJSEB010000048.1","Genbank","gene",326091,327771,".","-",".","ID=gene-LSM04_004024;Name=LSM04_004024;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004024",1681
"JAJSEB010000048.1","Genbank","gene",328456,331623,".","-",".","ID=gene-LSM04_008008;Name=LSM04_008008;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008008",3168
"JAJSEB010000048.1","Genbank","gene",332230,332624,".","-",".","ID=gene-LSM04_008892;Name=LSM04_008892;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008892",395
"JAJSEB010000048.1","Genbank","gene",333311,334438,".","-",".","ID=gene-LSM04_007555;Name=LSM04_007555;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007555",1128
"JAJSEB010000048.1","Genbank","gene",334928,340249,".","-",".","ID=gene-LSM04_007471;Name=LSM04_007471;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007471",5322
"JAJSEB010000048.1","Genbank","gene",340780,341769,".","-",".","ID=gene-LSM04_001110;Name=LSM04_001110;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001110",990
"JAJSEB010000048.1","Genbank","gene",342270,343466,".","-",".","ID=gene-LSM04_009100;Name=LSM04_009100;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009100",1197
"JAJSEB010000048.1","Genbank","gene",343497,344751,".","-",".","ID=gene-LSM04_008473;Name=LSM04_008473;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008473",1255
"JAJSEB010000048.1","Genbank","gene",344788,345824,".","-",".","ID=gene-LSM04_000083;Name=LSM04_000083;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000083",1037
"JAJSEB010000048.1","Genbank","gene",345882,346793,".","-",".","ID=gene-LSM04_002220;Name=LSM04_002220;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002220",912
"JAJSEB010000048.1","Genbank","gene",346811,348238,".","-",".","ID=gene-LSM04_008352;Name=LSM04_008352;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008352",1428
"JAJSEB010000048.1","Genbank","gene",348630,349235,".","-",".","ID=gene-LSM04_008146;Name=LSM04_008146;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008146",606
"JAJSEB010000048.1","Genbank","gene",350046,350783,".","+",".","ID=gene-LSM04_006859;Name=LSM04_006859;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006859",738
"JAJSEB010000048.1","Genbank","gene",351171,352067,".","+",".","ID=gene-LSM04_005326;Name=LSM04_005326;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005326",897
"JAJSEB010000048.1","Genbank","gene",352379,353551,".","+",".","ID=gene-LSM04_005471;Name=LSM04_005471;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005471",1173
"JAJSEB010000048.1","Genbank","gene",353820,356846,".","+",".","ID=gene-LSM04_007979;Name=LSM04_007979;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007979",3027
"JAJSEB010000048.1","Genbank","gene",357264,358352,".","+",".","ID=gene-LSM04_007403;Name=LSM04_007403;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007403",1089
"JAJSEB010000048.1","Genbank","gene",359129,359614,".","+",".","ID=gene-LSM04_000036;Name=LSM04_000036;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000036",486
"JAJSEB010000048.1","Genbank","gene",360099,361547,".","+",".","ID=gene-LSM04_001922;Name=LSM04_001922;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001922",1449
"JAJSEB010000048.1","Genbank","gene",362356,364044,".","+",".","ID=gene-LSM04_002603;Name=LSM04_002603;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002603",1689
"JAJSEB010000048.1","Genbank","gene",364470,366158,".","+",".","ID=gene-LSM04_009453;Name=LSM04_009453;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009453",1689
"JAJSEB010000048.1","Genbank","gene",366585,368273,".","+",".","ID=gene-LSM04_007689;Name=LSM04_007689;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007689",1689
"JAJSEB010000048.1","Genbank","gene",369169,369556,".","-",".","ID=gene-LSM04_000107;Name=LSM04_000107;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000107",388
"JAJSEB010000048.1","Genbank","gene",369879,370268,".","+",".","ID=gene-LSM04_006946;Name=LSM04_006946;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006946",390
"JAJSEB010000048.1","Genbank","gene",370894,371952,".","+",".","ID=gene-LSM04_008841;Name=LSM04_008841;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008841",1059
"JAJSEB010000048.1","Genbank","gene",372648,373415,".","+",".","ID=gene-LSM04_003667;Name=LSM04_003667;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003667",768
"JAJSEB010000048.1","Genbank","gene",374420,374692,".","+",".","ID=gene-LSM04_000020;Name=LSM04_000020;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000020",273
"JAJSEB010000048.1","Genbank","gene",375350,378145,".","+",".","ID=gene-LSM04_008492;Name=LSM04_008492;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008492",2796
"JAJSEB010000048.1","Genbank","gene",378335,379084,".","+",".","ID=gene-LSM04_009444;Name=LSM04_009444;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009444",750
"JAJSEB010000048.1","Genbank","gene",379195,379476,".","+",".","ID=gene-LSM04_005064;Name=LSM04_005064;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005064",282
"JAJSEB010000048.1","Genbank","gene",379880,381232,".","+",".","ID=gene-LSM04_004638;Name=LSM04_004638;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004638",1353
"JAJSEB010000048.1","Genbank","gene",381836,383266,".","+",".","ID=gene-LSM04_009066;Name=LSM04_009066;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009066",1431
"JAJSEB010000048.1","Genbank","gene",383786,388642,".","+",".","ID=gene-LSM04_001614;Name=LSM04_001614;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001614",4857
"JAJSEB010000048.1","Genbank","gene",389259,389837,".","+",".","ID=gene-LSM04_002276;Name=LSM04_002276;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002276",579
"JAJSEB010000048.1","Genbank","gene",390701,392512,".","+",".","ID=gene-LSM04_000772;Name=LSM04_000772;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000772",1812
"JAJSEB010000048.1","Genbank","gene",393270,395858,".","+",".","ID=gene-LSM04_000915;Name=LSM04_000915;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000915",2589
"JAJSEB010000048.1","Genbank","gene",396564,397871,".","+",".","ID=gene-LSM04_003276;Name=LSM04_003276;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003276",1308
"JAJSEB010000048.1","Genbank","gene",398368,399912,".","+",".","ID=gene-LSM04_001848;Name=LSM04_001848;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001848",1545
"JAJSEB010000048.1","Genbank","gene",400395,401114,".","+",".","ID=gene-LSM04_003218;Name=LSM04_003218;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003218",720
"JAJSEB010000048.1","Genbank","gene",401586,403484,".","+",".","ID=gene-LSM04_008652;Name=LSM04_008652;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008652",1899
"JAJSEB010000048.1","Genbank","gene",404376,406184,".","+",".","ID=gene-LSM04_000340;Name=LSM04_000340;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000340",1809
"JAJSEB010000048.1","Genbank","gene",407021,408307,".","+",".","ID=gene-LSM04_000914;Name=LSM04_000914;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000914",1287
"JAJSEB010000048.1","Genbank","gene",409214,411286,".","+",".","ID=gene-LSM04_004545;Name=LSM04_004545;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004545",2073
"JAJSEB010000048.1","Genbank","gene",411600,412796,".","+",".","ID=gene-LSM04_007887;Name=LSM04_007887;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007887",1197
"JAJSEB010000048.1","Genbank","gene",413226,415802,".","+",".","ID=gene-LSM04_001678;Name=LSM04_001678;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001678",2577
"JAJSEB010000048.1","Genbank","gene",416436,416723,".","+",".","ID=gene-LSM04_005593;Name=LSM04_005593;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005593",288
"JAJSEB010000048.1","Genbank","gene",416761,417610,".","+",".","ID=gene-LSM04_002022;Name=LSM04_002022;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002022",850
"JAJSEB010000048.1","Genbank","gene",418309,420180,".","+",".","ID=gene-LSM04_000158;Name=LSM04_000158;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000158",1872
"JAJSEB010000048.1","Genbank","gene",420619,420933,".","+",".","ID=gene-LSM04_001698;Name=LSM04_001698;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001698",315
"JAJSEB010000048.1","Genbank","gene",421876,423387,".","+",".","ID=gene-LSM04_004241;Name=LSM04_004241;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004241",1512
"JAJSEB010000048.1","Genbank","gene",423973,425583,".","+",".","ID=gene-LSM04_007854;Name=LSM04_007854;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007854",1611
"JAJSEB010000048.1","Genbank","gene",426989,431764,".","+",".","ID=gene-LSM04_004043;Name=LSM04_004043;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004043",4776
"JAJSEB010000048.1","Genbank","gene",432269,434677,".","+",".","ID=gene-LSM04_004321;Name=LSM04_004321;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004321",2409
"JAJSEB010000048.1","Genbank","gene",435144,444992,".","+",".","ID=gene-LSM04_008474;Name=LSM04_008474;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008474",9849
"JAJSEB010000048.1","Genbank","gene",445580,446587,".","+",".","ID=gene-LSM04_003304;Name=LSM04_003304;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003304",1008
"JAJSEB010000048.1","Genbank","gene",447079,448599,".","+",".","ID=gene-LSM04_009705;Name=LSM04_009705;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009705",1521
"JAJSEB010000048.1","Genbank","gene",450796,451593,".","+",".","ID=gene-LSM04_000308;Name=LSM04_000308;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000308",798
"JAJSEB010000048.1","Genbank","gene",451960,454200,".","+",".","ID=gene-LSM04_009058;Name=LSM04_009058;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009058",2241
"JAJSEB010000048.1","Genbank","gene",454590,455909,".","+",".","ID=gene-LSM04_006710;Name=LSM04_006710;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006710",1320
"JAJSEB010000048.1","Genbank","gene",456427,458514,".","+",".","ID=gene-LSM04_008013;Name=LSM04_008013;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008013",2088
"JAJSEB010000048.1","Genbank","gene",458989,459924,".","+",".","ID=gene-LSM04_007161;Name=LSM04_007161;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007161",936
"JAJSEB010000048.1","Genbank","gene",460320,460739,".","+",".","ID=gene-LSM04_000734;Name=LSM04_000734;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000734",420
"JAJSEB010000048.1","Genbank","gene",461687,462106,".","+",".","ID=gene-LSM04_003037;Name=LSM04_003037;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003037",420
"JAJSEB010000048.1","Genbank","gene",463056,463655,".","+",".","ID=gene-LSM04_001822;Name=LSM04_001822;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001822",600
"JAJSEB010000048.1","Genbank","gene",465919,466494,".","+",".","ID=gene-LSM04_006216;Name=LSM04_006216;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006216",576
"JAJSEB010000048.1","Genbank","gene",469921,475014,".","+",".","ID=gene-LSM04_004601;Name=LSM04_004601;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004601",5094
"JAJSEB010000048.1","Genbank","gene",476290,477087,".","+",".","ID=gene-LSM04_002806;Name=LSM04_002806;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002806",798
"JAJSEB010000048.1","Genbank","gene",477778,478362,".","+",".","ID=gene-LSM04_009019;Name=LSM04_009019;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009019",585
"JAJSEB010000048.1","Genbank","gene",478932,482417,".","+",".","ID=gene-LSM04_006166;Name=LSM04_006166;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006166",3486
"JAJSEB010000048.1","Genbank","gene",483170,487999,".","+",".","ID=gene-LSM04_004992;Name=LSM04_004992;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004992",4830
"JAJSEB010000048.1","Genbank","gene",489070,490440,".","+",".","ID=gene-LSM04_008418;Name=LSM04_008418;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008418",1371
"JAJSEB010000048.1","Genbank","gene",491835,493325,".","+",".","ID=gene-LSM04_008554;Name=LSM04_008554;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008554",1491
"JAJSEB010000048.1","Genbank","gene",493687,495987,".","+",".","ID=gene-LSM04_001348;Name=LSM04_001348;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001348",2301
"JAJSEB010000048.1","Genbank","gene",496712,498364,".","+",".","ID=gene-LSM04_008870;Name=LSM04_008870;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008870",1653
"JAJSEB010000048.1","Genbank","gene",499600,501783,".","+",".","ID=gene-LSM04_000017;Name=LSM04_000017;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000017",2184
"JAJSEB010000048.1","Genbank","gene",502543,504042,".","+",".","ID=gene-LSM04_009309;Name=LSM04_009309;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009309",1500
"JAJSEB010000048.1","Genbank","gene",504336,505829,".","+",".","ID=gene-LSM04_007568;Name=LSM04_007568;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007568",1494
"JAJSEB010000048.1","Genbank","gene",506333,507826,".","+",".","ID=gene-LSM04_009373;Name=LSM04_009373;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009373",1494
"JAJSEB010000048.1","Genbank","gene",509820,511310,".","+",".","ID=gene-LSM04_003464;Name=LSM04_003464;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003464",1491
"JAJSEB010000048.1","Genbank","gene",512689,513132,".","+",".","ID=gene-LSM04_003227;Name=LSM04_003227;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003227",444
"JAJSEB010000048.1","Genbank","gene",513476,515848,".","+",".","ID=gene-LSM04_003524;Name=LSM04_003524;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003524",2373
"JAJSEB010000048.1","Genbank","gene",517470,519929,".","+",".","ID=gene-LSM04_007216;Name=LSM04_007216;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007216",2460
"JAJSEB010000048.1","Genbank","gene",520500,521930,".","+",".","ID=gene-LSM04_006806;Name=LSM04_006806;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006806",1431
"JAJSEB010000048.1","Genbank","gene",522352,524925,".","+",".","ID=gene-LSM04_002375;Name=LSM04_002375;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002375",2574
"JAJSEB010000048.1","Genbank","gene",525431,527560,".","+",".","ID=gene-LSM04_002737;Name=LSM04_002737;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002737",2130
"JAJSEB010000048.1","Genbank","gene",528459,530707,".","+",".","ID=gene-LSM04_002469;Name=LSM04_002469;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002469",2249
"JAJSEB010000048.1","Genbank","gene",531615,532079,".","+",".","ID=gene-LSM04_008552;Name=LSM04_008552;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008552",465
"JAJSEB010000048.1","Genbank","gene",532698,547070,".","+",".","ID=gene-LSM04_003652;Name=LSM04_003652;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003652",14373
"JAJSEB010000048.1","Genbank","gene",547387,548838,".","+",".","ID=gene-LSM04_006969;Name=LSM04_006969;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006969",1452
"JAJSEB010000048.1","Genbank","gene",549268,549864,".","+",".","ID=gene-LSM04_003159;Name=LSM04_003159;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003159",597
"JAJSEB010000048.1","Genbank","gene",550620,552287,".","+",".","ID=gene-LSM04_005252;Name=LSM04_005252;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005252",1668
"JAJSEB010000048.1","Genbank","gene",552820,555957,".","+",".","ID=gene-LSM04_005168;Name=LSM04_005168;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005168",3138
"JAJSEB010000048.1","Genbank","gene",556442,557821,".","+",".","ID=gene-LSM04_008802;Name=LSM04_008802;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008802",1380
"JAJSEB010000048.1","Genbank","gene",558986,559339,".","+",".","ID=gene-LSM04_002794;Name=LSM04_002794;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002794",354
"JAJSEB010000048.1","Genbank","gene",559672,561276,".","+",".","ID=gene-LSM04_006770;Name=LSM04_006770;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006770",1605
"JAJSEB010000048.1","Genbank","gene",561688,563580,".","+",".","ID=gene-LSM04_001980;Name=LSM04_001980;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001980",1893
"JAJSEB010000048.1","Genbank","gene",564173,566515,".","+",".","ID=gene-LSM04_005416;Name=LSM04_005416;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005416",2343
"JAJSEB010000048.1","Genbank","gene",567360,568013,".","+",".","ID=gene-LSM04_009425;Name=LSM04_009425;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009425",654
"JAJSEB010000048.1","Genbank","gene",569274,570083,".","+",".","ID=gene-LSM04_007310;Name=LSM04_007310;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007310",810
"JAJSEB010000048.1","Genbank","gene",570725,571336,".","+",".","ID=gene-LSM04_005820;Name=LSM04_005820;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005820",612
"JAJSEB010000048.1","Genbank","gene",574597,576168,".","-",".","ID=gene-LSM04_002958;Name=LSM04_002958;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002958",1572
"JAJSEB010000048.1","Genbank","gene",577048,578769,".","-",".","ID=gene-LSM04_002235;Name=LSM04_002235;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002235",1722
"JAJSEB010000048.1","Genbank","gene",579665,581371,".","-",".","ID=gene-LSM04_001160;Name=LSM04_001160;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001160",1707
"JAJSEB010000048.1","Genbank","gene",582266,583972,".","-",".","ID=gene-LSM04_009561;Name=LSM04_009561;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009561",1707
"JAJSEB010000048.1","Genbank","gene",584869,586251,".","-",".","ID=gene-LSM04_007123;Name=LSM04_007123;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007123",1383
"JAJSEB010000048.1","Genbank","gene",587208,589349,".","-",".","ID=gene-LSM04_002446;Name=LSM04_002446;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002446",2142
"JAJSEB010000048.1","Genbank","gene",589831,590811,".","-",".","ID=gene-LSM04_008332;Name=LSM04_008332;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008332",981
"JAJSEB010000048.1","Genbank","gene",591137,591985,".","-",".","ID=gene-LSM04_004456;Name=LSM04_004456;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004456",849
"JAJSEB010000048.1","Genbank","gene",591992,592465,".","-",".","ID=gene-LSM04_007981;Name=LSM04_007981;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007981",474
"JAJSEB010000048.1","Genbank","gene",593271,593999,".","-",".","ID=gene-LSM04_005136;Name=LSM04_005136;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005136",729
"JAJSEB010000048.1","Genbank","gene",594330,595772,".","-",".","ID=gene-LSM04_003160;Name=LSM04_003160;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003160",1443
"JAJSEB010000048.1","Genbank","gene",596159,596719,".","-",".","ID=gene-LSM04_002093;Name=LSM04_002093;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002093",561
"JAJSEB010000048.1","Genbank","gene",596998,598116,".","-",".","ID=gene-LSM04_000054;Name=LSM04_000054;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000054",1119
"JAJSEB010000048.1","Genbank","gene",598709,599827,".","-",".","ID=gene-LSM04_009671;Name=LSM04_009671;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009671",1119
"JAJSEB010000048.1","Genbank","gene",600130,600702,".","-",".","ID=gene-LSM04_001653;Name=LSM04_001653;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001653",573
"JAJSEB010000048.1","Genbank","gene",601203,602954,".","-",".","ID=gene-LSM04_001055;Name=LSM04_001055;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001055",1752
"JAJSEB010000048.1","Genbank","gene",603357,605192,".","-",".","ID=gene-LSM04_004325;Name=LSM04_004325;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004325",1836
"JAJSEB010000048.1","Genbank","gene",605888,606967,".","-",".","ID=gene-LSM04_006221;Name=LSM04_006221;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006221",1080
"JAJSEB010000048.1","Genbank","gene",607298,608044,".","-",".","ID=gene-LSM04_006330;Name=LSM04_006330;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006330",747
"JAJSEB010000048.1","Genbank","gene",608497,610269,".","-",".","ID=gene-LSM04_006179;Name=LSM04_006179;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006179",1773
"JAJSEB010000048.1","Genbank","gene",610934,611362,".","-",".","ID=gene-LSM04_000449;Name=LSM04_000449;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000449",429
"JAJSEB010000048.1","Genbank","gene",612667,613569,".","-",".","ID=gene-LSM04_006186;Name=LSM04_006186;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006186",903
"JAJSEB010000048.1","Genbank","gene",615114,616676,".","-",".","ID=gene-LSM04_001267;Name=LSM04_001267;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001267",1563
"JAJSEB010000048.1","Genbank","gene",617701,618648,".","-",".","ID=gene-LSM04_002680;Name=LSM04_002680;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002680",948
"JAJSEB010000048.1","Genbank","gene",619314,621125,".","-",".","ID=gene-LSM04_000478;Name=LSM04_000478;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000478",1812
"JAJSEB010000048.1","Genbank","gene",622035,623102,".","-",".","ID=gene-LSM04_007566;Name=LSM04_007566;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007566",1068
"JAJSEB010000048.1","Genbank","gene",623490,624608,".","-",".","ID=gene-LSM04_009633;Name=LSM04_009633;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009633",1119
"JAJSEB010000048.1","Genbank","gene",625066,625443,".","-",".","ID=gene-LSM04_009702;Name=LSM04_009702;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009702",378
"JAJSEB010000048.1","Genbank","gene",625785,626135,".","-",".","ID=gene-LSM04_007805;Name=LSM04_007805;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007805",351
"JAJSEB010000048.1","Genbank","gene",626514,627920,".","-",".","ID=gene-LSM04_006958;Name=LSM04_006958;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006958",1407
"JAJSEB010000048.1","Genbank","gene",628266,628643,".","-",".","ID=gene-LSM04_003074;Name=LSM04_003074;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003074",378
"JAJSEB010000048.1","Genbank","gene",629241,632141,".","-",".","ID=gene-LSM04_007685;Name=LSM04_007685;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007685",2901
"JAJSEB010000048.1","Genbank","gene",632693,634291,".","-",".","ID=gene-LSM04_002431;Name=LSM04_002431;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002431",1599
"JAJSEB010000048.1","Genbank","gene",634653,635498,".","-",".","ID=gene-LSM04_007659;Name=LSM04_007659;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007659",846
"JAJSEB010000048.1","Genbank","gene",636057,640475,".","-",".","ID=gene-LSM04_005592;Name=LSM04_005592;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005592",4419
"JAJSEB010000048.1","Genbank","gene",640998,642665,".","-",".","ID=gene-LSM04_002688;Name=LSM04_002688;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002688",1668
"JAJSEB010000048.1","Genbank","gene",643502,643978,".","-",".","ID=gene-LSM04_006617;Name=LSM04_006617;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006617",477
"JAJSEB010000048.1","Genbank","gene",644575,648582,".","-",".","ID=gene-LSM04_002085;Name=LSM04_002085;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002085",4008
"JAJSEB010000048.1","Genbank","gene",649203,652922,".","-",".","ID=gene-LSM04_007894;Name=LSM04_007894;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007894",3720
"JAJSEB010000048.1","Genbank","gene",653288,653797,".","-",".","ID=gene-LSM04_009745;Name=LSM04_009745;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009745",510
"JAJSEB010000048.1","Genbank","gene",654016,654525,".","-",".","ID=gene-LSM04_003866;Name=LSM04_003866;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003866",510
