"seqid","source","type","start","end","score","strand","phase","attributes","longitud"
"JAJSEB010000033.1","Genbank","gene",144055,146004,".","+",".","ID=gene-LSM04_000354;Name=LSM04_000354;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000354",1950
"JAJSEB010000033.1","Genbank","mRNA",144055,146004,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg916.t1;Parent=gene-LSM04_000354;gbkey=mRNA;locus_tag=LSM04_000354;orig_protein_id=gnl|WGS:JAJSEB|jg916.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg916.t1;product=hypothetical protein",1950
"JAJSEB010000033.1","Genbank","exon",144055,146004,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg916.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg916.t1;gbkey=mRNA;locus_tag=LSM04_000354;orig_protein_id=gnl|WGS:JAJSEB|jg916.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg916.t1;product=hypothetical protein",1950
"JAJSEB010000033.1","Genbank","CDS",144055,146004,".","+","0","ID=cds-KAH9588703.1;Parent=rna-gnl|WGS:JAJSEB|jg916.t1;Dbxref=NCBI_GP:KAH9588703.1;Name=KAH9588703.1;gbkey=CDS;locus_tag=LSM04_000354;orig_transcript_id=gnl|WGS:JAJSEB|jg916.t1;product=hypothetical protein;protein_id=KAH9588703.1",1950
"JAJSEB010000033.1","Genbank","gene",147526,148011,".","+",".","ID=gene-LSM04_007068;Name=LSM04_007068;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007068",486
"JAJSEB010000033.1","Genbank","mRNA",147526,148011,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg917.t1;Parent=gene-LSM04_007068;gbkey=mRNA;locus_tag=LSM04_007068;orig_protein_id=gnl|WGS:JAJSEB|jg917.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg917.t1;product=hypothetical protein",486
"JAJSEB010000033.1","Genbank","exon",147526,148011,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg917.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg917.t1;gbkey=mRNA;locus_tag=LSM04_007068;orig_protein_id=gnl|WGS:JAJSEB|jg917.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg917.t1;product=hypothetical protein",486
"JAJSEB010000033.1","Genbank","CDS",147526,148011,".","+","0","ID=cds-KAH9588782.1;Parent=rna-gnl|WGS:JAJSEB|jg917.t1;Dbxref=NCBI_GP:KAH9588782.1;Name=KAH9588782.1;gbkey=CDS;locus_tag=LSM04_007068;orig_transcript_id=gnl|WGS:JAJSEB|jg917.t1;product=hypothetical protein;protein_id=KAH9588782.1",486
"JAJSEB010000033.1","Genbank","gene",148543,152904,".","+",".","ID=gene-LSM04_000860;Name=LSM04_000860;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000860",4362
"JAJSEB010000033.1","Genbank","mRNA",148543,152904,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg918.t1;Parent=gene-LSM04_000860;gbkey=mRNA;locus_tag=LSM04_000860;orig_protein_id=gnl|WGS:JAJSEB|jg918.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg918.t1;product=hypothetical protein",4362
"JAJSEB010000033.1","Genbank","exon",148543,152904,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg918.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg918.t1;gbkey=mRNA;locus_tag=LSM04_000860;orig_protein_id=gnl|WGS:JAJSEB|jg918.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg918.t1;product=hypothetical protein",4362
"JAJSEB010000033.1","Genbank","CDS",148543,152904,".","+","0","ID=cds-KAH9588710.1;Parent=rna-gnl|WGS:JAJSEB|jg918.t1;Dbxref=NCBI_GP:KAH9588710.1;Name=KAH9588710.1;gbkey=CDS;locus_tag=LSM04_000860;orig_transcript_id=gnl|WGS:JAJSEB|jg918.t1;product=hypothetical protein;protein_id=KAH9588710.1",4362
"JAJSEB010000033.1","Genbank","gene",153919,154770,".","+",".","ID=gene-LSM04_005816;Name=LSM04_005816;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005816",852
"JAJSEB010000033.1","Genbank","mRNA",153919,154770,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg919.t1;Parent=gene-LSM04_005816;gbkey=mRNA;locus_tag=LSM04_005816;orig_protein_id=gnl|WGS:JAJSEB|jg919.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg919.t1;product=hypothetical protein",852
"JAJSEB010000033.1","Genbank","exon",153919,154770,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg919.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg919.t1;gbkey=mRNA;locus_tag=LSM04_005816;orig_protein_id=gnl|WGS:JAJSEB|jg919.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg919.t1;product=hypothetical protein",852
"JAJSEB010000033.1","Genbank","CDS",153919,154770,".","+","0","ID=cds-KAH9588766.1;Parent=rna-gnl|WGS:JAJSEB|jg919.t1;Dbxref=NCBI_GP:KAH9588766.1;Name=KAH9588766.1;gbkey=CDS;locus_tag=LSM04_005816;orig_transcript_id=gnl|WGS:JAJSEB|jg919.t1;product=hypothetical protein;protein_id=KAH9588766.1",852
"JAJSEB010000033.1","Genbank","gene",155463,160970,".","+",".","ID=gene-LSM04_007335;Name=LSM04_007335;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007335",5508
"JAJSEB010000033.1","Genbank","mRNA",155463,160970,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg920.t1;Parent=gene-LSM04_007335;gbkey=mRNA;locus_tag=LSM04_007335;orig_protein_id=gnl|WGS:JAJSEB|jg920.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg920.t1;product=Cleavage/polyadenylation specificity factor",5508
"JAJSEB010000033.1","Genbank","exon",155463,160680,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg920.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg920.t1;gbkey=mRNA;locus_tag=LSM04_007335;orig_protein_id=gnl|WGS:JAJSEB|jg920.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg920.t1;product=Cleavage/polyadenylation specificity factor",5218
"JAJSEB010000033.1","Genbank","exon",160771,160970,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg920.t1-2;Parent=rna-gnl|WGS:JAJSEB|jg920.t1;gbkey=mRNA;locus_tag=LSM04_007335;orig_protein_id=gnl|WGS:JAJSEB|jg920.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg920.t1;product=Cleavage/polyadenylation specificity factor",200
"JAJSEB010000033.1","Genbank","CDS",155463,160680,".","+","0","ID=cds-KAH9588783.1;Parent=rna-gnl|WGS:JAJSEB|jg920.t1;Dbxref=NCBI_GP:KAH9588783.1;Name=KAH9588783.1;gbkey=CDS;locus_tag=LSM04_007335;orig_transcript_id=gnl|WGS:JAJSEB|jg920.t1;product=Cleavage/polyadenylation specificity factor;protein_id=KAH9588783.1",5218
"JAJSEB010000033.1","Genbank","CDS",160771,160970,".","+","2","ID=cds-KAH9588783.1;Parent=rna-gnl|WGS:JAJSEB|jg920.t1;Dbxref=NCBI_GP:KAH9588783.1;Name=KAH9588783.1;gbkey=CDS;locus_tag=LSM04_007335;orig_transcript_id=gnl|WGS:JAJSEB|jg920.t1;product=Cleavage/polyadenylation specificity factor;protein_id=KAH9588783.1",200
"JAJSEB010000033.1","Genbank","gene",161759,163257,".","+",".","ID=gene-LSM04_000792;Name=LSM04_000792;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000792",1499
"JAJSEB010000033.1","Genbank","mRNA",161759,163257,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg921.t1;Parent=gene-LSM04_000792;gbkey=mRNA;locus_tag=LSM04_000792;orig_protein_id=gnl|WGS:JAJSEB|jg921.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg921.t1;product=hypothetical protein",1499
"JAJSEB010000033.1","Genbank","exon",161759,162587,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg921.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg921.t1;gbkey=mRNA;locus_tag=LSM04_000792;orig_protein_id=gnl|WGS:JAJSEB|jg921.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg921.t1;product=hypothetical protein",829
"JAJSEB010000033.1","Genbank","exon",163019,163257,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg921.t1-2;Parent=rna-gnl|WGS:JAJSEB|jg921.t1;gbkey=mRNA;locus_tag=LSM04_000792;orig_protein_id=gnl|WGS:JAJSEB|jg921.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg921.t1;product=hypothetical protein",239
"JAJSEB010000033.1","Genbank","CDS",161759,162587,".","+","0","ID=cds-KAH9588709.1;Parent=rna-gnl|WGS:JAJSEB|jg921.t1;Dbxref=NCBI_GP:KAH9588709.1;Name=KAH9588709.1;gbkey=CDS;locus_tag=LSM04_000792;orig_transcript_id=gnl|WGS:JAJSEB|jg921.t1;product=hypothetical protein;protein_id=KAH9588709.1",829
"JAJSEB010000033.1","Genbank","CDS",163019,163257,".","+","2","ID=cds-KAH9588709.1;Parent=rna-gnl|WGS:JAJSEB|jg921.t1;Dbxref=NCBI_GP:KAH9588709.1;Name=KAH9588709.1;gbkey=CDS;locus_tag=LSM04_000792;orig_transcript_id=gnl|WGS:JAJSEB|jg921.t1;product=hypothetical protein;protein_id=KAH9588709.1",239
"JAJSEB010000033.1","Genbank","gene",163377,163905,".","-",".","ID=gene-LSM04_009519;Name=LSM04_009519;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009519",529
"JAJSEB010000033.1","Genbank","mRNA",163377,163905,".","-",".","ID=rna-gnl|WGS:JAJSEB|jg923.t1;Parent=gene-LSM04_009519;gbkey=mRNA;locus_tag=LSM04_009519;orig_protein_id=gnl|WGS:JAJSEB|jg923.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg923.t1;product=hypothetical protein",529
"JAJSEB010000033.1","Genbank","exon",163604,163905,".","-",".","ID=exon-gnl|WGS:JAJSEB|jg923.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg923.t1;gbkey=mRNA;locus_tag=LSM04_009519;orig_protein_id=gnl|WGS:JAJSEB|jg923.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg923.t1;product=hypothetical protein",302
"JAJSEB010000033.1","Genbank","exon",163377,163545,".","-",".","ID=exon-gnl|WGS:JAJSEB|jg923.t1-2;Parent=rna-gnl|WGS:JAJSEB|jg923.t1;gbkey=mRNA;locus_tag=LSM04_009519;orig_protein_id=gnl|WGS:JAJSEB|jg923.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg923.t1;product=hypothetical protein",169
"JAJSEB010000033.1","Genbank","CDS",163604,163905,".","-","0","ID=cds-KAH9588812.1;Parent=rna-gnl|WGS:JAJSEB|jg923.t1;Dbxref=NCBI_GP:KAH9588812.1;Name=KAH9588812.1;gbkey=CDS;locus_tag=LSM04_009519;orig_transcript_id=gnl|WGS:JAJSEB|jg923.t1;product=hypothetical protein;protein_id=KAH9588812.1",302
"JAJSEB010000033.1","Genbank","CDS",163377,163545,".","-","1","ID=cds-KAH9588812.1;Parent=rna-gnl|WGS:JAJSEB|jg923.t1;Dbxref=NCBI_GP:KAH9588812.1;Name=KAH9588812.1;gbkey=CDS;locus_tag=LSM04_009519;orig_transcript_id=gnl|WGS:JAJSEB|jg923.t1;product=hypothetical protein;protein_id=KAH9588812.1",169
"JAJSEB010000033.1","Genbank","gene",163463,164593,".","+",".","ID=gene-LSM04_005861;Name=LSM04_005861;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005861",1131
"JAJSEB010000033.1","Genbank","mRNA",163463,164593,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg922.t1;Parent=gene-LSM04_005861;gbkey=mRNA;locus_tag=LSM04_005861;orig_protein_id=gnl|WGS:JAJSEB|jg922.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg922.t1;product=Cleavage/polyadenylation specificity factor",1131
"JAJSEB010000033.1","Genbank","exon",163463,163672,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg922.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg922.t1;gbkey=mRNA;locus_tag=LSM04_005861;orig_protein_id=gnl|WGS:JAJSEB|jg922.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg922.t1;product=Cleavage/polyadenylation specificity factor",210
"JAJSEB010000033.1","Genbank","exon",163766,164593,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg922.t1-2;Parent=rna-gnl|WGS:JAJSEB|jg922.t1;gbkey=mRNA;locus_tag=LSM04_005861;orig_protein_id=gnl|WGS:JAJSEB|jg922.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg922.t1;product=Cleavage/polyadenylation specificity factor",828
"JAJSEB010000033.1","Genbank","CDS",163463,163672,".","+","0","ID=cds-KAH9588767.1;Parent=rna-gnl|WGS:JAJSEB|jg922.t1;Dbxref=NCBI_GP:KAH9588767.1;Name=KAH9588767.1;gbkey=CDS;locus_tag=LSM04_005861;orig_transcript_id=gnl|WGS:JAJSEB|jg922.t1;product=Cleavage/polyadenylation specificity factor;protein_id=KAH9588767.1",210
"JAJSEB010000033.1","Genbank","CDS",163766,164593,".","+","0","ID=cds-KAH9588767.1;Parent=rna-gnl|WGS:JAJSEB|jg922.t1;Dbxref=NCBI_GP:KAH9588767.1;Name=KAH9588767.1;gbkey=CDS;locus_tag=LSM04_005861;orig_transcript_id=gnl|WGS:JAJSEB|jg922.t1;product=Cleavage/polyadenylation specificity factor;protein_id=KAH9588767.1",828
"JAJSEB010000033.1","Genbank","gene",165388,166267,".","+",".","ID=gene-LSM04_000590;Name=LSM04_000590;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000590",880
"JAJSEB010000033.1","Genbank","mRNA",165388,166267,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg924.t1;Parent=gene-LSM04_000590;gbkey=mRNA;locus_tag=LSM04_000590;orig_protein_id=gnl|WGS:JAJSEB|jg924.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg924.t1;product=hypothetical protein",880
"JAJSEB010000033.1","Genbank","exon",165388,165709,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg924.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg924.t1;gbkey=mRNA;locus_tag=LSM04_000590;orig_protein_id=gnl|WGS:JAJSEB|jg924.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg924.t1;product=hypothetical protein",322
"JAJSEB010000033.1","Genbank","exon",165774,166267,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg924.t1-2;Parent=rna-gnl|WGS:JAJSEB|jg924.t1;gbkey=mRNA;locus_tag=LSM04_000590;orig_protein_id=gnl|WGS:JAJSEB|jg924.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg924.t1;product=hypothetical protein",494
"JAJSEB010000033.1","Genbank","CDS",165388,165709,".","+","0","ID=cds-KAH9588708.1;Parent=rna-gnl|WGS:JAJSEB|jg924.t1;Dbxref=NCBI_GP:KAH9588708.1;Name=KAH9588708.1;gbkey=CDS;locus_tag=LSM04_000590;orig_transcript_id=gnl|WGS:JAJSEB|jg924.t1;product=hypothetical protein;protein_id=KAH9588708.1",322
"JAJSEB010000033.1","Genbank","CDS",165774,166267,".","+","2","ID=cds-KAH9588708.1;Parent=rna-gnl|WGS:JAJSEB|jg924.t1;Dbxref=NCBI_GP:KAH9588708.1;Name=KAH9588708.1;gbkey=CDS;locus_tag=LSM04_000590;orig_transcript_id=gnl|WGS:JAJSEB|jg924.t1;product=hypothetical protein;protein_id=KAH9588708.1",494
"JAJSEB010000033.1","Genbank","gene",166678,167043,".","+",".","ID=gene-LSM04_007995;Name=LSM04_007995;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007995",366
"JAJSEB010000033.1","Genbank","mRNA",166678,167043,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg925.t1;Parent=gene-LSM04_007995;gbkey=mRNA;locus_tag=LSM04_007995;orig_protein_id=gnl|WGS:JAJSEB|jg925.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg925.t1;product=hypothetical protein",366
"JAJSEB010000033.1","Genbank","exon",166678,166810,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg925.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg925.t1;gbkey=mRNA;locus_tag=LSM04_007995;orig_protein_id=gnl|WGS:JAJSEB|jg925.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg925.t1;product=hypothetical protein",133
"JAJSEB010000033.1","Genbank","exon",166850,167043,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg925.t1-2;Parent=rna-gnl|WGS:JAJSEB|jg925.t1;gbkey=mRNA;locus_tag=LSM04_007995;orig_protein_id=gnl|WGS:JAJSEB|jg925.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg925.t1;product=hypothetical protein",194
"JAJSEB010000033.1","Genbank","CDS",166678,166810,".","+","0","ID=cds-KAH9588797.1;Parent=rna-gnl|WGS:JAJSEB|jg925.t1;Dbxref=NCBI_GP:KAH9588797.1;Name=KAH9588797.1;gbkey=CDS;locus_tag=LSM04_007995;orig_transcript_id=gnl|WGS:JAJSEB|jg925.t1;product=hypothetical protein;protein_id=KAH9588797.1",133
"JAJSEB010000033.1","Genbank","CDS",166850,167043,".","+","2","ID=cds-KAH9588797.1;Parent=rna-gnl|WGS:JAJSEB|jg925.t1;Dbxref=NCBI_GP:KAH9588797.1;Name=KAH9588797.1;gbkey=CDS;locus_tag=LSM04_007995;orig_transcript_id=gnl|WGS:JAJSEB|jg925.t1;product=hypothetical protein;protein_id=KAH9588797.1",194
"JAJSEB010000033.1","Genbank","gene",167095,168225,".","+",".","ID=gene-LSM04_007896;Name=LSM04_007896;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007896",1131
"JAJSEB010000033.1","Genbank","mRNA",167095,168225,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg926.t1;Parent=gene-LSM04_007896;gbkey=mRNA;locus_tag=LSM04_007896;orig_protein_id=gnl|WGS:JAJSEB|jg926.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg926.t1;product=Cleavage/polyadenylation specificity factor",1131
"JAJSEB010000033.1","Genbank","exon",167095,167304,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg926.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg926.t1;gbkey=mRNA;locus_tag=LSM04_007896;orig_protein_id=gnl|WGS:JAJSEB|jg926.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg926.t1;product=Cleavage/polyadenylation specificity factor",210
"JAJSEB010000033.1","Genbank","exon",167398,168225,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg926.t1-2;Parent=rna-gnl|WGS:JAJSEB|jg926.t1;gbkey=mRNA;locus_tag=LSM04_007896;orig_protein_id=gnl|WGS:JAJSEB|jg926.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg926.t1;product=Cleavage/polyadenylation specificity factor",828
"JAJSEB010000033.1","Genbank","CDS",167095,167304,".","+","0","ID=cds-KAH9588795.1;Parent=rna-gnl|WGS:JAJSEB|jg926.t1;Dbxref=NCBI_GP:KAH9588795.1;Name=KAH9588795.1;gbkey=CDS;locus_tag=LSM04_007896;orig_transcript_id=gnl|WGS:JAJSEB|jg926.t1;product=Cleavage/polyadenylation specificity factor;protein_id=KAH9588795.1",210
"JAJSEB010000033.1","Genbank","CDS",167398,168225,".","+","0","ID=cds-KAH9588795.1;Parent=rna-gnl|WGS:JAJSEB|jg926.t1;Dbxref=NCBI_GP:KAH9588795.1;Name=KAH9588795.1;gbkey=CDS;locus_tag=LSM04_007896;orig_transcript_id=gnl|WGS:JAJSEB|jg926.t1;product=Cleavage/polyadenylation specificity factor;protein_id=KAH9588795.1",828
"JAJSEB010000033.1","Genbank","gene",169022,169899,".","+",".","ID=gene-LSM04_007441;Name=LSM04_007441;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007441",878
"JAJSEB010000033.1","Genbank","mRNA",169022,169899,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg927.t1;Parent=gene-LSM04_007441;gbkey=mRNA;locus_tag=LSM04_007441;orig_protein_id=gnl|WGS:JAJSEB|jg927.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg927.t1;product=hypothetical protein",878
"JAJSEB010000033.1","Genbank","exon",169022,169342,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg927.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg927.t1;gbkey=mRNA;locus_tag=LSM04_007441;orig_protein_id=gnl|WGS:JAJSEB|jg927.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg927.t1;product=hypothetical protein",321
"JAJSEB010000033.1","Genbank","exon",169426,169899,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg927.t1-2;Parent=rna-gnl|WGS:JAJSEB|jg927.t1;gbkey=mRNA;locus_tag=LSM04_007441;orig_protein_id=gnl|WGS:JAJSEB|jg927.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg927.t1;product=hypothetical protein",474
"JAJSEB010000033.1","Genbank","CDS",169022,169342,".","+","0","ID=cds-KAH9588786.1;Parent=rna-gnl|WGS:JAJSEB|jg927.t1;Dbxref=NCBI_GP:KAH9588786.1;Name=KAH9588786.1;gbkey=CDS;locus_tag=LSM04_007441;orig_transcript_id=gnl|WGS:JAJSEB|jg927.t1;product=hypothetical protein;protein_id=KAH9588786.1",321
"JAJSEB010000033.1","Genbank","CDS",169426,169899,".","+","0","ID=cds-KAH9588786.1;Parent=rna-gnl|WGS:JAJSEB|jg927.t1;Dbxref=NCBI_GP:KAH9588786.1;Name=KAH9588786.1;gbkey=CDS;locus_tag=LSM04_007441;orig_transcript_id=gnl|WGS:JAJSEB|jg927.t1;product=hypothetical protein;protein_id=KAH9588786.1",474
"JAJSEB010000033.1","Genbank","gene",170309,170674,".","+",".","ID=gene-LSM04_004250;Name=LSM04_004250;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004250",366
"JAJSEB010000033.1","Genbank","mRNA",170309,170674,".","+",".","ID=rna-gnl|WGS:JAJSEB|jg928.t1;Parent=gene-LSM04_004250;gbkey=mRNA;locus_tag=LSM04_004250;orig_protein_id=gnl|WGS:JAJSEB|jg928.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg928.t1;product=hypothetical protein",366
"JAJSEB010000033.1","Genbank","exon",170309,170441,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg928.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg928.t1;gbkey=mRNA;locus_tag=LSM04_004250;orig_protein_id=gnl|WGS:JAJSEB|jg928.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg928.t1;product=hypothetical protein",133
"JAJSEB010000033.1","Genbank","exon",170481,170674,".","+",".","ID=exon-gnl|WGS:JAJSEB|jg928.t1-2;Parent=rna-gnl|WGS:JAJSEB|jg928.t1;gbkey=mRNA;locus_tag=LSM04_004250;orig_protein_id=gnl|WGS:JAJSEB|jg928.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg928.t1;product=hypothetical protein",194
"JAJSEB010000033.1","Genbank","CDS",170309,170441,".","+","0","ID=cds-KAH9588749.1;Parent=rna-gnl|WGS:JAJSEB|jg928.t1;Dbxref=NCBI_GP:KAH9588749.1;Name=KAH9588749.1;gbkey=CDS;locus_tag=LSM04_004250;orig_transcript_id=gnl|WGS:JAJSEB|jg928.t1;product=hypothetical protein;protein_id=KAH9588749.1",133
"JAJSEB010000033.1","Genbank","CDS",170481,170674,".","+","2","ID=cds-KAH9588749.1;Parent=rna-gnl|WGS:JAJSEB|jg928.t1;Dbxref=NCBI_GP:KAH9588749.1;Name=KAH9588749.1;gbkey=CDS;locus_tag=LSM04_004250;orig_transcript_id=gnl|WGS:JAJSEB|jg928.t1;product=hypothetical protein;protein_id=KAH9588749.1",194
"JAJSEB010000048.1","Genbank","gene",185438,187627,".","-",".","ID=gene-LSM04_004860;Name=LSM04_004860;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004860",2190
"JAJSEB010000048.1","Genbank","mRNA",185438,187627,".","-",".","ID=rna-gnl|WGS:JAJSEB|jg9393.t1;Parent=gene-LSM04_004860;gbkey=mRNA;locus_tag=LSM04_004860;orig_protein_id=gnl|WGS:JAJSEB|jg9393.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg9393.t1;product=hypothetical protein",2190
"JAJSEB010000048.1","Genbank","exon",186190,187627,".","-",".","ID=exon-gnl|WGS:JAJSEB|jg9393.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg9393.t1;gbkey=mRNA;locus_tag=LSM04_004860;orig_protein_id=gnl|WGS:JAJSEB|jg9393.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg9393.t1;product=hypothetical protein",1438
"JAJSEB010000048.1","Genbank","exon",185438,185820,".","-",".","ID=exon-gnl|WGS:JAJSEB|jg9393.t1-2;Parent=rna-gnl|WGS:JAJSEB|jg9393.t1;gbkey=mRNA;locus_tag=LSM04_004860;orig_protein_id=gnl|WGS:JAJSEB|jg9393.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg9393.t1;product=hypothetical protein",383
"JAJSEB010000048.1","Genbank","CDS",186190,187627,".","-","0","ID=cds-KAH9582093.1;Parent=rna-gnl|WGS:JAJSEB|jg9393.t1;Dbxref=NCBI_GP:KAH9582093.1;Name=KAH9582093.1;gbkey=CDS;locus_tag=LSM04_004860;orig_transcript_id=gnl|WGS:JAJSEB|jg9393.t1;product=hypothetical protein;protein_id=KAH9582093.1",1438
"JAJSEB010000048.1","Genbank","CDS",185438,185820,".","-","2","ID=cds-KAH9582093.1;Parent=rna-gnl|WGS:JAJSEB|jg9393.t1;Dbxref=NCBI_GP:KAH9582093.1;Name=KAH9582093.1;gbkey=CDS;locus_tag=LSM04_004860;orig_transcript_id=gnl|WGS:JAJSEB|jg9393.t1;product=hypothetical protein;protein_id=KAH9582093.1",383
"JAJSEB010000048.1","Genbank","gene",188341,188742,".","-",".","ID=gene-LSM04_003450;Name=LSM04_003450;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003450",402
"JAJSEB010000048.1","Genbank","mRNA",188341,188742,".","-",".","ID=rna-gnl|WGS:JAJSEB|jg9394.t1;Parent=gene-LSM04_003450;gbkey=mRNA;locus_tag=LSM04_003450;orig_protein_id=gnl|WGS:JAJSEB|jg9394.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg9394.t1;product=hypothetical protein",402
"JAJSEB010000048.1","Genbank","exon",188341,188742,".","-",".","ID=exon-gnl|WGS:JAJSEB|jg9394.t1-1;Parent=rna-gnl|WGS:JAJSEB|jg9394.t1;gbkey=mRNA;locus_tag=LSM04_003450;orig_protein_id=gnl|WGS:JAJSEB|jg9394.t1.CDS1;orig_transcript_id=gnl|WGS:JAJSEB|jg9394.t1;product=hypothetical protein",402
